url,kind,source_page,alt,local_path,status_code,content_type,bytes,error
https://pratimachandrafoundation.org/New/wp-content/uploads/2023/07/ARS-2018-Event-3-1-300x200.jpg,image,https://pratimachandrafoundation.org/event/%e0%a6%b0%e0%a6%ac%e0%a7%80%e0%a6%a8%e0%a7%8d%e0%a6%a6%e0%a7%8d%e0%a6%b0-%e0%a6%97%e0%a6%be%e0%a6%a8%e0%a7%87-%e0%a6%aa%e0%a7%8d%e0%a6%b0%e0%a6%a4%e0%a6%bf%e0%a6%ae%e0%a6%be-%e0%a6%9a%e0%a6%a8/,,assets/images/ARS-2018-Event-3-1-300x200-b2c18e1f77.jpg,200,image/jpeg,34076,
https://pratimachandrafoundation.org/New/wp-content/uploads/2023/07/ARS-2018-Event-3-2-300x200.jpg,image,https://pratimachandrafoundation.org/event/%e0%a6%b0%e0%a6%ac%e0%a7%80%e0%a6%a8%e0%a7%8d%e0%a6%a6%e0%a7%8d%e0%a6%b0-%e0%a6%97%e0%a6%be%e0%a6%a8%e0%a7%87-%e0%a6%aa%e0%a7%8d%e0%a6%b0%e0%a6%a4%e0%a6%bf%e0%a6%ae%e0%a6%be-%e0%a6%9a%e0%a6%a8/,,assets/images/ARS-2018-Event-3-2-300x200-9f50d0bdeb.jpg,200,image/jpeg,34076,
https://pratimachandrafoundation.org/New/wp-content/uploads/2023/07/ARS-2018-Event-4-300x200.jpg,image,https://pratimachandrafoundation.org/event/%e0%a6%b0%e0%a6%ac%e0%a7%80%e0%a6%a8%e0%a7%8d%e0%a6%a6%e0%a7%8d%e0%a6%b0-%e0%a6%97%e0%a6%be%e0%a6%a8%e0%a7%87-%e0%a6%aa%e0%a7%8d%e0%a6%b0%e0%a6%a4%e0%a6%bf%e0%a6%ae%e0%a6%be-%e0%a6%9a%e0%a6%a8/,,assets/images/ARS-2018-Event-4-300x200-468e2f8a2d.jpg,200,image/jpeg,29205,
https://pratimachandrafoundation.org/New/wp-content/uploads/2023/07/ARS-2018-Event-5-300x200.jpg,image,https://pratimachandrafoundation.org/event/%e0%a6%b0%e0%a6%ac%e0%a7%80%e0%a6%a8%e0%a7%8d%e0%a6%a6%e0%a7%8d%e0%a6%b0-%e0%a6%97%e0%a6%be%e0%a6%a8%e0%a7%87-%e0%a6%aa%e0%a7%8d%e0%a6%b0%e0%a6%a4%e0%a6%bf%e0%a6%ae%e0%a6%be-%e0%a6%9a%e0%a6%a8/,,assets/images/ARS-2018-Event-5-300x200-7d86ff4c9e.jpg,200,image/jpeg,32072,
https://pratimachandrafoundation.org/New/wp-content/uploads/2023/07/ARS-2018-Judges-2-300x200.jpg,image,https://pratimachandrafoundation.org/event/%e0%a6%b0%e0%a6%ac%e0%a7%80%e0%a6%a8%e0%a7%8d%e0%a6%a6%e0%a7%8d%e0%a6%b0-%e0%a6%97%e0%a6%be%e0%a6%a8%e0%a7%87-%e0%a6%aa%e0%a7%8d%e0%a6%b0%e0%a6%a4%e0%a6%bf%e0%a6%ae%e0%a6%be-%e0%a6%9a%e0%a6%a8/,,assets/images/ARS-2018-Judges-2-300x200-a4538210b5.jpg,200,image/jpeg,34505,
https://pratimachandrafoundation.org/New/wp-content/uploads/2023/07/ARS-2018-Judges-4-300x200.jpg,image,https://pratimachandrafoundation.org/event/%e0%a6%b0%e0%a6%ac%e0%a7%80%e0%a6%a8%e0%a7%8d%e0%a6%a6%e0%a7%8d%e0%a6%b0-%e0%a6%97%e0%a6%be%e0%a6%a8%e0%a7%87-%e0%a6%aa%e0%a7%8d%e0%a6%b0%e0%a6%a4%e0%a6%bf%e0%a6%ae%e0%a6%be-%e0%a6%9a%e0%a6%a8/,,assets/images/ARS-2018-Judges-4-300x200-a07771c7d5.jpg,200,image/jpeg,39628,
https://pratimachandrafoundation.org/New/wp-content/uploads/2023/07/PCMA-2018-1st-Angira-Kotal-1-1-300x200.jpg,image,https://pratimachandrafoundation.org/event/%e0%a6%aa%e0%a7%8d%e0%a6%b0%e0%a6%a4%e0%a6%bf%e0%a6%ae%e0%a6%be-%e0%a6%9a%e0%a6%a8%e0%a7%8d%e0%a6%a6%e0%a7%8d%e0%a6%b0-%e0%a6%ae%e0%a7%87%e0%a6%ae%e0%a7%8b%e0%a6%b0%e0%a6%bf%e0%a6%af%e0%a6%bc%e0%a6%be/,,assets/images/PCMA-2018-1st-Angira-Kotal-1-1-300x200-a8ff336353.jpg,200,image/jpeg,31965,
https://pratimachandrafoundation.org/New/wp-content/uploads/2023/07/PCMA-2018-1st-Angira-Kotal-3-300x200.jpg,image,https://pratimachandrafoundation.org/event/%e0%a6%aa%e0%a7%8d%e0%a6%b0%e0%a6%a4%e0%a6%bf%e0%a6%ae%e0%a6%be-%e0%a6%9a%e0%a6%a8%e0%a7%8d%e0%a6%a6%e0%a7%8d%e0%a6%b0-%e0%a6%ae%e0%a7%87%e0%a6%ae%e0%a7%8b%e0%a6%b0%e0%a6%bf%e0%a6%af%e0%a6%bc%e0%a6%be/,,assets/images/PCMA-2018-1st-Angira-Kotal-3-300x200-4b72dfdf5b.jpg,200,image/jpeg,37546,
https://pratimachandrafoundation.org/New/wp-content/uploads/2023/07/PCMA-2018-2nd-Rakhi-Chatterjee-1-1-300x200.jpg,image,https://pratimachandrafoundation.org/event/%e0%a6%aa%e0%a7%8d%e0%a6%b0%e0%a6%a4%e0%a6%bf%e0%a6%ae%e0%a6%be-%e0%a6%9a%e0%a6%a8%e0%a7%8d%e0%a6%a6%e0%a7%8d%e0%a6%b0-%e0%a6%ae%e0%a7%87%e0%a6%ae%e0%a7%8b%e0%a6%b0%e0%a6%bf%e0%a6%af%e0%a6%bc%e0%a6%be/,,assets/images/PCMA-2018-2nd-Rakhi-Chatterjee-1-1-300x200-30d47a2b42.jpg,200,image/jpeg,33305,
https://pratimachandrafoundation.org/New/wp-content/uploads/2023/07/PCMA-2018-2nd-Rakhi-Chatterjee-3-300x200.jpg,image,https://pratimachandrafoundation.org/event/%e0%a6%aa%e0%a7%8d%e0%a6%b0%e0%a6%a4%e0%a6%bf%e0%a6%ae%e0%a6%be-%e0%a6%9a%e0%a6%a8%e0%a7%8d%e0%a6%a6%e0%a7%8d%e0%a6%b0-%e0%a6%ae%e0%a7%87%e0%a6%ae%e0%a7%8b%e0%a6%b0%e0%a6%bf%e0%a6%af%e0%a6%bc%e0%a6%be/,,assets/images/PCMA-2018-2nd-Rakhi-Chatterjee-3-300x200-0daf0f1638.jpg,200,image/jpeg,37653,
